threshold,branching_factor,n_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.5,50,10,0.0398333072662353,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,,,skl_birch,2d-10c_y.zip
0.5,50,10,0.0397050380706787,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,10,0.039309024810791,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,10,0.0401480197906494,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,12,0.039802074432373,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,,,skl_birch,2d-10c_y.zip
0.5,50,12,0.0399155616760253,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,12,0.0399727821350097,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,12,0.0403294563293457,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,2,0.0404863357543945,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,,,skl_birch,2d-10c_y.zip
0.5,50,2,0.0409178733825683,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,2,0.0405340194702148,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,2,0.0405762195587158,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,4,0.0408976078033447,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,,,skl_birch,2d-10c_y.zip
0.5,50,4,0.0404517650604248,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,4,0.0396697521209716,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,4,0.0404102802276611,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,6,0.0404932498931884,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,,,skl_birch,2d-10c_y.zip
0.5,50,6,0.0407204627990722,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,6,0.0401413440704345,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,6,0.0398666858673095,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,8,0.0402717590332031,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,,,skl_birch,2d-10c_y.zip
0.5,50,8,0.039888858795166,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,8,0.0404400825500488,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,8,0.0400354862213134,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,10,0.0397050380706787,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,10,0.039309024810791,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,10,0.0401480197906494,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,12,0.0399155616760253,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,12,0.0399727821350097,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,12,0.0403294563293457,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,2,0.0409178733825683,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,2,0.0405340194702148,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,2,0.0405762195587158,0.4133,1687.2238,0.9692,0.5906,0.2334,0.6452,0.4758,0.4763,0.3126,1.0,0.4763,0.5015,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,4,0.0404517650604248,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,4,0.0396697521209716,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,4,0.0404102802276611,0.6802,6457.4717,0.497,0.8721,0.6124,1.3558,0.7924,0.7928,0.6568,1.0,0.7928,0.7199,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,6,0.0407204627990722,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,6,0.0401413440704345,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,6,0.0398666858673095,0.7798,11671.6322,0.2482,0.9204,0.7302,1.6463,0.8869,0.8874,0.7975,1.0,0.8874,0.7959,inf,20.0,skl_birch,2d-10c_y.zip
0.5,50,8,0.039888858795166,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,1000.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,8,0.0404400825500488,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,100.0,20.0,skl_birch,2d-10c_y.zip
0.5,50,8,0.0400354862213134,0.7671,19332.3504,0.384,0.9614,0.8542,1.8241,0.9365,0.9368,0.8837,0.9967,0.9368,0.8832,inf,20.0,skl_birch,2d-10c_y.zip
